No. ,Premises,Conclusion,Support,Confidence,Laplace,Gain,p-s,Lift,Conviction
1208,Statistics,R,0.010585278,0.38585209,0.983601631,-0.044281745,0.00951446,9.885225353,1.564715556
1209,"SQL, Docker",JavaScript,0.017906761,0.385931559,0.972771338,-0.074890839,0.01407379,4.671770548,1.493955181
1210,"AWS, Software Engineering","Java, Kubernetes",0.011864332,0.385939742,0.981685922,-0.049618489,0.010207471,7.160729758,1.540733636
1211,NoSQL,"Python, Agile",0.019009394,0.386200717,0.971205179,-0.079433688,0.016447695,7.420617672,1.544406688
1212,Go,"Java, AWS, Docker",0.024478455,0.386221294,0.963417669,-0.102280245,0.022054872,10.10011004,1.566950231
1213,"AWS, NoSQL","SQL, Go",0.012128964,0.386235955,0.981312807,-0.050677017,0.011092955,11.70739012,1.575539046
1214,"Python, AWS, Go",Scala,0.012658228,0.386271871,0.980526136,-0.052882283,0.01110882,8.169722133,1.552347119
1215,"SQL, R","Python, Data Analysis",0.012217175,0.386331939,0.981188542,-0.051029859,0.011211549,12.14882669,1.57772601
1216,"SQL, Go","Kubernetes, JavaScript",0.012746438,0.386363636,0.980402203,-0.053235125,0.011924324,15.504465,1.589020061
1217,"SQL, Go","Docker, Agile",0.012746438,0.386363636,0.980402203,-0.053235125,0.011864667,14.45548305,1.586073172
1218,"SQL, Kubernetes",JavaScript,0.018083183,0.386427898,0.972570995,-0.075508314,0.01421742,4.677778823,1.495163692
1219,"SQL, Java, AWS",JavaScript,0.018303709,0.386766076,0.97229007,-0.076346315,0.014394225,4.681872531,1.495988225
1220,"Python, Java, Scala",Kubernetes,0.013716756,0.38681592,0.979000724,-0.057204605,0.009924044,3.616609222,1.456405377
1221,"Kubernetes, Docker, Go",NoSQL,0.011908437,0.386819484,0.981686706,-0.049662594,0.010393127,7.858743877,1.550568608
1222,Spark,"Python, Kafka",0.016363075,0.386861314,0.975118483,-0.068230935,0.015305323,15.46967649,1.590165983
1223,"Python, Git",SQL,0.012393596,0.387052342,0.980982093,-0.051647334,0.005518651,1.802719339,1.281178375
1224,"Python, Git",AWS,0.012393596,0.387052342,0.980982093,-0.051647334,0.007069327,2.327755369,1.360186174
1225,"JavaScript, TypeScript","Docker, Go",0.011511489,0.387240356,0.982310361,-0.047942487,0.01057404,12.27958125,1.580496861
1226,"SQL, Machine Learning","Python, R",0.01018833,0.387583893,0.984313894,-0.042385216,0.009214445,10.46153523,1.572381126
1227,"Python, AWS, Kubernetes",Agile,0.017024655,0.387939698,0.974269055,-0.070744939,0.012760631,3.992626774,1.475076835
1228,"AWS, JavaScript","Python, Docker",0.013363913,0.387964149,0.979619681,-0.055528602,0.01112148,5.959560393,1.527525782
1229,Scrum,SQL,0.012305385,0.388038943,0.98119015,-0.05111807,0.005496728,1.807314493,1.283243886
1230,"Kubernetes, Go",Agile,0.013452124,0.388040712,0.979496142,-0.055881445,0.010083759,3.993666398,1.475320321
1231,"Kubernetes, Go",JavaScript,0.013452124,0.388040712,0.979496142,-0.055881445,0.010588326,4.697302228,1.499104185
1232,Data Warehousing,Data Analysis,0.011467384,0.388059701,0.982435848,-0.047633749,0.008916753,4.49590067,1.493096441
1233,"SQL, Scala","AWS, Go",0.012084859,0.388101983,0.981521879,-0.050191858,0.010925737,10.42587235,1.573424133
1234,"SQL, Cloud Computing","Java, Kubernetes",0.01018833,0.388235294,0.984356197,-0.042297005,0.008773936,7.20332146,1.546515001
1235,"Kubernetes, Docker, Go",TypeScript,0.011952543,0.388252149,0.981729494,-0.049618489,0.010771252,10.11820802,1.571935834
1236,"Python, Kubernetes, Go",NoSQL,0.011511489,0.388392857,0.982394517,-0.047766065,0.010052623,7.890709005,1.55455748
1237,TypeScript,"SQL, Go",0.014907599,0.388505747,0.97740305,-0.061835664,0.013641689,11.77619092,1.581387255
1238,TypeScript,"Python, SQL, Go",0.014907599,0.388505747,0.97740305,-0.061835664,0.013722924,12.58370115,1.584849357
1239,"Java, Go","Python, Agile",0.015304547,0.388577828,0.976831028,-0.063467561,0.013254728,7.466292444,1.550411092
1240,Kafka,"Python, AWS",0.014157809,0.388619855,0.978509724,-0.058704186,0.010409142,3.776758665,1.467339571
1241,Docker,"Python, Java",0.038636263,0.388814913,0.944756479,-0.160102324,0.027902995,3.599673554,1.459436891
1242,Hadoop,NoSQL,0.012834649,0.389037433,0.980487597,-0.053146915,0.011210792,7.90380441,1.556197565
1243,"Java, AWS",Go,0.031623517,0.389039609,0.954070811,-0.130948706,0.026471656,6.138270746,1.533030069
1244,"Kubernetes, DevOps","Python, AWS",0.010673488,0.389067524,0.983687487,-0.044193534,0.007850643,3.78110929,1.468414785
1245,Node.js,"Python, AWS",0.011996648,0.389127325,0.981730276,-0.049662594,0.00882435,3.781690456,1.468558534
1246,"SQL, Machine Learning",R,0.010232435,0.389261745,0.98435687,-0.042341111,0.009206378,9.972578015,1.573451116
1247,Power BI,"Python, Tableau",0.013496229,0.389312977,0.97953877,-0.05583734,0.012357132,11.8481787,1.583694262
1248,"Python, SQL, AWS",NoSQL,0.022493715,0.389312977,0.966643039,-0.093062233,0.019649794,7.909402446,1.556899727
1249,Cloud computing,"Python, SQL",0.01027654,0.389632107,0.984315242,-0.042473427,0.006736688,2.903098509,1.418468289
1250,TypeScript,"Python, Java, Go",0.014951705,0.389655172,0.977445525,-0.061791558,0.013616406,11.19727722,1.581402604
1251,"SQL, Java, JavaScript",Agile,0.010982226,0.389671362,0.983270419,-0.045384378,0.008243822,4.010448833,1.479262016
1252,Go,"Java, AWS, Kubernetes",0.024698981,0.389700765,0.963625052,-0.102059719,0.022236263,10.02915489,1.574872056
1253,"SQL, Agile","Python, Docker",0.016804128,0.389969294,0.974799154,-0.069377674,0.013998934,5.990361651,1.532546695
1254,"SQL, Agile","Java, Docker",0.016804128,0.389969294,0.974799154,-0.069377674,0.014517781,7.349770405,1.552284641
1255,"Python, SQL, Go",NoSQL,0.012040753,0.39,0.981731057,-0.0497067,0.010521101,7.923360215,1.558653211
1256,"Python, SQL, Agile",Scala,0.012437701,0.390041494,0.981150624,-0.051338597,0.010930001,8.249450362,1.561940826
1257,"Kubernetes, Docker","SQL, AWS",0.031623517,0.390097933,0.954265432,-0.130507652,0.025906414,5.531388633,1.523975138
1258,Microsoft Azure,"Python, SQL, AWS",0.010805804,0.390127389,0.983562937,-0.044590482,0.009205462,6.752181893,1.54494891
1259,"Java, Docker, Go",TypeScript,0.010805804,0.390127389,0.983562937,-0.044590482,0.009742981,10.16707848,1.576769231
1260,"Java, Docker, Go",Open Source RDBMS,0.010805804,0.390127389,0.983562937,-0.044590482,0.010306155,21.62679286,1.610108249
1261,"Docker, Go","Python, JavaScript",0.012305385,0.39020979,0.981357961,-0.050765227,0.011064725,9.918415441,1.575391071
1262,"Python, Ansible","Kubernetes, Terraform",0.01027654,0.390284757,0.984357542,-0.042385216,0.009668002,16.88726393,1.602205
1263,"Communication, Leadership",Teamwork,0.020332554,0.390347163,0.969816383,-0.08384422,0.014814259,3.684571705,1.466505131
1264,"SQL, Spark","Python, Scala",0.010452962,0.390444811,0.984106529,-0.043090901,0.009313504,9.173632321,1.570716449
1265,"SQL, Spark","Python, Kafka",0.010452962,0.390444811,0.984106529,-0.043090901,0.009783457,15.61297212,1.599514365
1266,"AWS, NoSQL","Kubernetes, Agile",0.01226128,0.390449438,0.981441095,-0.050544701,0.011427486,14.70541547,1.596994009
1267,Analytical Skills,Communication Skills,0.015877916,0.390455531,0.976181394,-0.0654523,0.013345427,6.269687156,1.538400119
1268,Kubernetes,"SQL, Docker",0.041767741,0.390515464,0.941110845,-0.172143078,0.036805139,8.416499157,1.56460278
1269,"Docker, JavaScript","SQL, HTML/CSS",0.010541172,0.390522876,0.983981104,-0.043443744,0.010147113,26.75022708,1.616797577
1270,Time Management,Teamwork,0.010894015,0.390822785,0.98347994,-0.044855114,0.007940956,3.689061199,1.46765012
1271,Excel,SQL,0.012481807,0.390883978,0.98115143,-0.051382702,0.005625801,1.820565413,1.289237611
1272,"SQL, Scala","Python, NoSQL",0.012173069,0.390934844,0.981607425,-0.050103648,0.011024934,10.60247096,1.581321703
1273,GCP,Docker,0.016539496,0.391032325,0.975287745,-0.068054514,0.012336473,3.935142438,1.478946656
1274,Go,"Python, AWS, Kubernetes",0.024787192,0.391092554,0.963708005,-0.101971508,0.022005802,8.911800478,1.570214339
1275,"Python, JavaScript","Java, Docker",0.015392758,0.391255605,0.976957352,-0.063291139,0.013305325,7.374013583,1.555564707
1276,Cloud Computing,"Python, SQL",0.020994134,0.391769547,0.969063965,-0.086181802,0.013801959,2.919024301,1.423453062
1277,Go,"Python, Java, Kubernetes",0.024831297,0.391788448,0.963749482,-0.101927403,0.022332239,9.936263406,1.579335081
1278,"AWS, JavaScript","SQL, Kubernetes",0.013496229,0.391805378,0.979747591,-0.055396286,0.011884291,8.372670433,1.567268464
1279,TypeScript,HTML/CSS,0.015039915,0.391954023,0.977530476,-0.061703348,0.01437142,22.49816092,1.615960691
1280,TypeScript,"Java, Go",0.015039915,0.391954023,0.977530476,-0.061703348,0.013528608,9.951594136,1.579837681
1281,"Java, Scala","Python, Agile",0.015128126,0.392,0.977407848,-0.06205619,0.013119625,7.532047458,1.559137694
1282,"SQL, Kubernetes","Docker, NoSQL",0.018347815,0.392082941,0.972823797,-0.075243682,0.017348867,18.36714156,1.609846291
1283,"Java, Cloud Computing",Go,0.010100119,0.392123288,0.984735778,-0.041414899,0.008467625,6.186925053,1.540806929
1284,"Java, Kubernetes, Go",Scala,0.011070436,0.3921875,0.983314031,-0.045384378,0.009735819,8.294838794,1.567455577
1285,DevOps,AWS,0.029550567,0.392271663,0.957425864,-0.121113218,0.0170246,2.359144671,1.371867789
1286,"Python, JavaScript","SQL, Go",0.015436863,0.392376682,0.976999788,-0.063247034,0.014138942,11.89352474,1.591461665
1287,"Java, Kubernetes, Docker",Agile,0.018039077,0.392514395,0.973308033,-0.073876417,0.013573638,4.039708982,1.486184965
1288,"Java, Kubernetes, Docker",JavaScript,0.018039077,0.392514395,0.973308033,-0.073876417,0.014242541,4.75145696,1.510143981
1289,"AWS, Docker","Python, Go",0.023684559,0.39254386,0.96543405,-0.096987606,0.020350147,7.103070175,1.55523332
1290,"Python, Java, Kubernetes",NoSQL,0.015480969,0.39261745,0.976959308,-0.06337935,0.013540155,7.976537129,1.56537006
1291,"Python, Java, Docker",NoSQL,0.015172231,0.392694064,0.977408807,-0.062100296,0.013270495,7.978093648,1.565567538
1292,Data Visualization,"SQL, Tableau",0.01971508,0.392794376,0.970979799,-0.080668637,0.017680663,9.690780075,1.580135575
1293,"Python, R","SQL, Data Visualization",0.014554757,0.392857143,0.978309871,-0.059542187,0.013263869,11.275,1.589670014
1294,Ansible,"Python, Terraform",0.016760023,0.392967942,0.975169205,-0.068539673,0.015497815,13.27833406,1.598606392
1295,"SQL, Kubernetes",Agile,0.01839192,0.393025448,0.972865931,-0.075199577,0.013845057,4.044968668,1.487436284
1296,"SQL, Agile","AWS, Kubernetes",0.016936444,0.393039918,0.974926004,-0.069245358,0.014245282,6.293357389,1.544659838
1297,"SQL, Go",NoSQL,0.012966965,0.393048128,0.980615687,-0.053014599,0.011343108,7.98528693,1.566480809
1298,Hadoop,"Spark, Kafka",0.012966965,0.393048128,0.980615687,-0.053014599,0.012368932,21.68267692,1.617710988
1299,"Azure, GCP","AWS, Kubernetes",0.010232435,0.393220339,0.984610755,-0.041811847,0.008607271,6.296246289,1.54511913
1300,"AWS, NoSQL",Go,0.012349491,0.393258427,0.98152662,-0.05045649,0.010359189,6.204835292,1.54368959
1301,Microsoft Azure,"SQL, Java",0.010894015,0.393312102,0.98364877,-0.044502271,0.008653535,4.86235839,1.514964844
1302,NoSQL,"SQL, Docker",0.019362237,0.393369176,0.971541469,-0.079080845,0.017078417,8.478003155,1.571962982
1303,"Python, SQL, NoSQL",Go,0.012040753,0.393371758,0.981983139,-0.049177436,0.010100769,6.206623429,1.543977984
1304,"Python, SQL, Java",Agile,0.024346139,0.393442623,0.964653597,-0.099413399,0.018333651,4.049262183,1.488459306
1305,"AWS, Kubernetes, Go",JavaScript,0.011202752,0.39379845,0.983231838,-0.045693115,0.008852689,4.767000666,1.513342763
1306,"JavaScript, HTML",SQL,0.010320646,0.393939394,0.984527442,-0.042076479,0.004695691,1.834796195,1.29573722
1307,Docker,"Python, SQL",0.039165527,0.394141145,0.945237904,-0.15957306,0.025828926,2.93669477,1.429025083
1308,Hadoop,"AWS, Spark",0.01301107,0.394385027,0.980658384,-0.052970494,0.012328643,19.06586719,1.617058109
1309,"Docker, Go","Java, Agile",0.012437701,0.394405594,0.981486232,-0.050632911,0.010852104,7.844173721,1.568244228
1310,"Python, SQL, Tableau",Data Analysis,0.011070436,0.394654088,0.983482775,-0.045031535,0.00864924,4.572300531,1.509361613
1311,Project management,Communication,0.011996648,0.395348837,0.982192543,-0.048692277,0.006378245,2.135241588,1.347629678
1312,"SQL, Docker","Kubernetes, NoSQL",0.018347815,0.395437262,0.973192835,-0.074449786,0.017316412,17.78918462,1.61731919
1313,"AWS, Kubernetes","Java, Go",0.024698981,0.395480226,0.964465109,-0.100207295,0.022239199,10.04112336,1.589052976
1314,"Java, Cloud Computing","SQL, Kubernetes",0.01018833,0.395547945,0.984821774,-0.041326688,0.008982988,8.452647089,1.576972473
1315,"Java, Cloud Computing","AWS, Kubernetes",0.01018833,0.395547945,0.984821774,-0.041326688,0.008579692,6.333515933,1.551069029
1316,"Python, AWS","SQL, Java",0.040709214,0.395627947,0.943613533,-0.165086226,0.032385903,4.890988244,1.520769916
1317,"Python, Java, JavaScript",HTML/CSS,0.011290963,0.395672334,0.983233276,-0.045781326,0.010793817,22.71159196,1.625903384
1318,"Python, Spark","Java, Scala",0.014775283,0.395981087,0.978272886,-0.059850924,0.01333529,10.26066194,1.591684999
1319,"Python, AWS, NoSQL",RDBMS,0.010497067,0.396006656,0.984403197,-0.042517532,0.010011885,21.63532266,1.625342895
1320,"Java, Software Engineering","Python, SQL",0.014069598,0.396273292,0.97929977,-0.056939973,0.009304412,2.95258112,1.434071889
1321,"Java, Go","SQL, JavaScript",0.015613285,0.396416573,0.977128066,-0.063158823,0.014190571,10.97430155,1.596925458
1322,"SQL, AWS",Go,0.027962775,0.396497811,0.960242254,-0.113086049,0.023492984,6.255946327,1.551975564
1323,"AWS, Agile",NoSQL,0.018788868,0.396648045,0.972712343,-0.075949367,0.016457287,8.05842394,1.575827261
1324,"AWS, Kubernetes","Python, Go",0.024787192,0.396892655,0.964548134,-0.100119084,0.021335783,7.181761512,1.566447562
1325,"AWS, JavaScript","SQL, Go",0.01367265,0.396927017,0.979918138,-0.055219865,0.012536241,12.0314522,1.603469638
1326,"Python, Ansible",AWS,0.010452962,0.396984925,0.984529437,-0.042208795,0.00607474,2.387490503,1.382590526
1327,Attention to detail,Communication,0.011732016,0.397014925,0.982692884,-0.047369117,0.006260606,2.144239972,1.351353269
1328,"Python, Jenkins",DevOps,0.010717594,0.397058824,0.984152888,-0.043267322,0.008684201,5.270793153,1.533595886
1329,Kafka,Hadoop,0.014466546,0.397094431,0.978807609,-0.058395448,0.013264659,12.03652678,1.603914888
1330,"SQL, Tableau",Data Analysis,0.016098443,0.397170838,0.976517464,-0.064967142,0.012599891,4.601458563,1.515663042
1331,GCP,"AWS, Kubernetes",0.016804128,0.397288843,0.975541638,-0.067789882,0.014162548,6.361391191,1.555549205
1332,"AWS, Software Engineering",Go,0.012217175,0.397417504,0.982028241,-0.049265646,0.010268804,6.270457243,1.554344269
1333,"AWS, NoSQL","Docker, Agile",0.012481807,0.39747191,0.981654907,-0.050324174,0.011642473,14.87109013,1.615314191
1334,"Python, Software Engineering",Kubernetes,0.015304547,0.397479954,0.977660749,-0.061703348,0.011186342,3.71631464,1.482182372
1335,"Java, Go","AWS, Agile",0.01565739,0.397536394,0.9771705,-0.063114718,0.013791707,8.392311606,1.58122561
1336,"JavaScript, TypeScript","AWS, HTML/CSS",0.011820227,0.397626113,0.982610185,-0.047633749,0.011422958,29.75371899,1.63791311
1337,Reporting,SQL,0.014819389,0.397633136,0.978357003,-0.059718608,0.006817559,1.852000019,1.303682743
1338,"Python, SQL, NoSQL",Scala,0.012173069,0.397694524,0.982111525,-0.04904512,0.010725844,8.41131339,1.581787203
1339,"Python, Hadoop","SQL, Java",0.010805804,0.397727273,0.984069732,-0.043531954,0.008608136,4.91694136,1.526070823
1340,"Python, Java, Scala",NoSQL,0.014113704,0.39800995,0.979384078,-0.056807657,0.012368274,8.086092833,1.579392316
1341,MySQL,"Python, Java",0.012878754,0.398362892,0.981158677,-0.05177965,0.00938675,3.688069357,1.48259815
1342,"Python, Java, Docker",JavaScript,0.015392758,0.398401826,0.97762113,-0.061879769,0.012201044,4.822725367,1.52492273
1343,"AWS, DevOps",Azure,0.011776121,0.398507463,0.982735724,-0.047325012,0.009595638,5.400693187,1.539855836
1344,"SQL, R",Data Analysis,0.012614123,0.39888424,0.981573322,-0.050632911,0.009884567,4.621309336,1.519983242
1345,"Java, AWS, Go",TypeScript,0.012614123,0.39888424,0.981573322,-0.050632911,0.011400677,10.39529008,1.599739072
1346,"Java, Cloud Computing","Python, Kubernetes",0.01027654,0.398972603,0.98490777,-0.041238477,0.008492952,5.761723453,1.548606014
1347,"Python, JavaScript","Go, TypeScript",0.015701495,0.399103139,0.977254403,-0.062982402,0.015038653,23.6881295,1.636140626
1348,"Python, Java, Kubernetes",Agile,0.0157456,0.399328859,0.977213901,-0.063114718,0.011914407,4.109842588,1.503045362
1349,"SQL, Tableau",Power BI,0.016186654,0.399347116,0.976602238,-0.064878931,0.014781512,11.51958928,1.607139901
1350,"Python, Hadoop","NoSQL, Spark",0.01084991,0.399350649,0.984112671,-0.043487849,0.010479637,29.30251545,1.642175179
1351,"SQL, Scala",NoSQL,0.012437701,0.399433428,0.981864066,-0.049839016,0.010905023,8.115012641,1.58313583
1352,"SQL, Scala","Python, Agile",0.012437701,0.399433428,0.981864066,-0.049839016,0.010817128,7.674876362,1.578435701
1353,"Communication, Data Analysis",SQL,0.012525912,0.399437412,0.981739651,-0.050191858,0.005793011,1.860403542,1.307599409
1354,Data Warehousing,Data Visualization,0.011820227,0.4,0.982778563,-0.047280907,0.010337029,7.969420035,1.58301357
1355,TypeScript,"SQL, AWS",0.015348653,0.4,0.977827804,-0.06139461,0.012642516,5.671794872,1.54912598
1356,TypeScript,"Python, SQL, Java",0.015348653,0.4,0.977827804,-0.06139461,0.012974225,6.464148254,1.563533719
1357,"Docker, Go","Python, Agile",0.012614123,0.4,0.98165726,-0.05045649,0.01097289,7.685762712,1.579926197
1358,"SQL, AWS, Kubernetes",JavaScript,0.013496229,0.4,0.980416418,-0.053984916,0.010708945,4.842071543,1.528984548
1359,Go,"SQL, Kubernetes, Docker",0.025360561,0.400139179,0.9642472,-0.101398139,0.022713349,9.580100952,1.597424311
1360,"Python, AWS, Azure",Kubernetes,0.013716756,0.4002574,0.980127932,-0.054822917,0.010051411,3.742282901,1.489046452
1361,"Java, AWS, Go",Scala,0.012658228,0.40027894,0.981616075,-0.050588806,0.011163039,8.46597426,1.588603697
1362,"Python, Kubernetes, Go",TypeScript,0.011864332,0.400297619,0.982737203,-0.047413223,0.010727044,10.43212404,1.603509339
1363,"Python, Cloud Computing",Docker,0.013055176,0.400541272,0.98107808,-0.052132492,0.009816349,4.030835446,1.502406528
1364,Node.js,Kubernetes,0.012349491,0.400572246,0.982072565,-0.049309752,0.009052096,3.745226612,1.489828565
1365,"JavaScript, TypeScript","Python, HTML/CSS",0.011908437,0.400593472,0.98269585,-0.047545539,0.011525591,31.10498557,1.646830989
1366,"Python, AWS, Agile",Scala,0.013893177,0.400763359,0.979922418,-0.055440392,0.0122541,8.476219807,1.589887913
1367,"AWS, JavaScript","SQL, Docker",0.013804966,0.400768246,0.980046048,-0.055087549,0.012206701,8.637469998,1.591372942
1368,"SQL, Scala","Java, Agile",0.012481807,0.400849858,0.981906839,-0.04979491,0.010916168,7.972341086,1.585111753
